order_no,id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,filled_avg_price,qty,filled_qty,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,asset_id,symbol,current_price,pnl
875,da545f22-e9ba-47a2-b0a1-c3f6f1ebb565,2023-06-07 17:50:35.539151+00:00,2023-06-07 17:50:35.563792+00:00,2023-06-07 17:50:35.537836+00:00,2023-06-07 17:50:35.540967+00:00,,,,,115.226,17.0,17.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-75.24200000000003
876,bffef086-1d05-4315-9c48-e041a200b672,2023-06-07 17:50:35.495128+00:00,2023-06-07 17:50:35.513601+00:00,2023-06-07 17:50:35.493608+00:00,2023-06-07 17:50:35.497053+00:00,,,,,115.24874271,16.0,16.0,limit,buy,gtc,115.541386763,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-71.17988336000008
877,fefd4549-1ff3-41c7-8b7c-6c59eed49d7c,2023-06-07 17:50:33.545518+00:00,2023-06-07 17:50:33.563599+00:00,2023-06-07 17:50:33.544519+00:00,2023-06-07 17:50:33.547343+00:00,,,,,91.8,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-64.45999999999984
878,8b4d5e13-2e5a-4a19-9cee-d98e1a66a7ea,2023-06-07 17:50:33.496177+00:00,2023-06-07 17:50:33.513840+00:00,2023-06-07 17:50:33.495082+00:00,2023-06-07 17:50:33.498253+00:00,,,,,91.77,18.0,18.0,limit,buy,gtc,92.688418238,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-52.19999999999985
879,816f0aea-ca19-4d0c-9517-7a2726d944dc,2023-06-07 17:50:31.079508+00:00,2023-06-07 17:50:31.113966+00:00,2023-06-07 17:50:31.078386+00:00,2023-06-07 17:50:31.081492+00:00,,,,,14.589105867,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-135.233927247
880,b05c710d-53ce-4c8f-a5a3-eb710a9c4f7e,2023-06-07 17:50:31.026224+00:00,2023-06-07 17:50:31.064169+00:00,2023-06-07 17:50:31.025088+00:00,2023-06-07 17:50:31.028949+00:00,,,,,14.58023892,91.0,91.0,limit,buy,gtc,14.606901004,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-86.47174171999987
881,26ebd411-1d33-4bfc-893e-9d6a914d3cb5,2023-06-07 17:45:29.232307+00:00,2023-06-07 18:07:02.263632+00:00,2023-06-07 17:45:29.230978+00:00,2023-06-07 18:07:02.225203+00:00,,,,,4.899,437.0,437.0,market,buy,gtc,,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,-141.58799999999994
882,db3cce2e-4609-4a47-ad8d-2b7b6f9ea5c5,2023-06-07 17:45:26.360535+00:00,2023-06-07 17:45:26.413845+00:00,2023-06-07 17:45:26.359258+00:00,2023-06-07 17:45:26.362562+00:00,,,,,92.51981326,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-80.29589172000004
883,93658eaa-3489-4012-bb9a-6a91f8f9e9b6,2023-06-07 17:45:26.315714+00:00,2023-06-07 17:45:26.363940+00:00,2023-06-07 17:45:26.314406+00:00,2023-06-07 17:45:26.318081+00:00,,,,,92.51981326,19.0,19.0,limit,buy,gtc,92.718341201,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-69.34645194000004
884,b9be90f7-434a-44b4-b7be-c9ace5ce30e3,2023-06-07 17:45:23.551264+00:00,2023-06-07 17:45:23.564024+00:00,2023-06-07 17:45:23.549950+00:00,2023-06-07 17:45:23.553335+00:00,,,,,115.561,17.0,17.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-80.93700000000017
885,3d521ea0-cae5-439d-aedc-582be47f283f,2023-06-07 17:45:23.506732+00:00,2023-06-07 17:45:23.613633+00:00,2023-06-07 17:45:23.505335+00:00,2023-06-07 17:45:23.576154+00:00,,,,,115.538171063,16.0,16.0,limit,buy,gtc,115.538171063,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-75.81073700799993
886,be210c0e-3476-4e7f-a18d-feaf632b0cc6,2023-06-07 17:45:21.273470+00:00,2023-06-07 17:45:21.314399+00:00,2023-06-07 17:45:21.272088+00:00,2023-06-07 17:45:21.275408+00:00,,,,,14.683469207,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-148.53915818699988
887,b9f86ce7-6548-4f39-8729-68417c737212,2023-06-07 17:45:21.230753+00:00,2023-06-07 17:47:40.763775+00:00,2023-06-07 17:45:21.229682+00:00,2023-06-07 17:47:40.726110+00:00,,,,,14.58610871,109.0,109.0,limit,buy,gtc,14.58610871,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-104.21584938999986
888,dc1253d3-77e7-4140-9d5a-bfeb893bc849,2023-06-07 17:45:19.133198+00:00,2023-06-07 17:45:19.163287+00:00,2023-06-07 17:45:19.132061+00:00,2023-06-07 17:45:19.134979+00:00,,,,,1917.7829,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-78.16290000000004
889,8a6ff9ad-6999-45c4-9d20-22baaf76a967,2023-06-07 17:45:19.094150+00:00,2023-06-07 17:45:19.114334+00:00,2023-06-07 17:45:19.092931+00:00,2023-06-07 17:45:19.096153+00:00,,,,,1917.8249968,1.0,1.0,limit,buy,gtc,1925.319047552,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-78.20499680000012
890,c55da25b-53ca-4e6d-a259-58be9f530e02,2023-06-07 17:40:24.375683+00:00,2023-06-07 17:40:24.414544+00:00,2023-06-07 17:40:24.374405+00:00,2023-06-07 17:40:24.377592+00:00,,,,,14.606454818,142.0,142.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-138.65658415599984
891,17d1264e-736c-467d-a24f-78e370e36331,2023-06-07 17:40:24.334809+00:00,2023-06-07 17:42:59.814051+00:00,2023-06-07 17:40:24.333664+00:00,2023-06-07 17:42:59.762214+00:00,,,,,14.575333425,127.0,127.0,limit,buy,gtc,14.575333425,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-120.05734497499992
892,8df5cde4-0837-4754-a8ce-9d7b24ec0b12,2023-06-07 17:40:22.189024+00:00,2023-06-07 17:40:22.214069+00:00,2023-06-07 17:40:22.187537+00:00,2023-06-07 17:40:22.191404+00:00,,,,,115.72,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-88.56000000000003
893,704357ee-09d2-46f4-92e0-75a9ee71081d,2023-06-07 17:40:22.144857+00:00,2023-06-07 17:43:18.013744+00:00,2023-06-07 17:40:22.143375+00:00,2023-06-07 17:43:17.976660+00:00,,,,,115.491193995,16.0,16.0,limit,buy,gtc,115.491193995,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-75.0591039200001
894,77bace76-e2a2-4f76-af6c-28bf4fe5c628,2023-06-07 17:40:19.094516+00:00,2023-06-07 17:40:19.113813+00:00,2023-06-07 17:40:19.093224+00:00,2023-06-07 17:40:19.096648+00:00,,,,,1929.72492,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-90.10492000000022
895,e65937de-d575-4387-b0de-0931dcb992a5,2023-06-07 17:40:19.053667+00:00,2023-06-07 17:43:45.913713+00:00,2023-06-07 17:40:19.052162+00:00,2023-06-07 17:43:45.871504+00:00,,,,,1925.744126,1.0,1.0,limit,buy,gtc,1925.744126,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-86.12412600000016
896,b7124012-f590-4ee1-af8e-c21c13d440ca,2023-06-07 17:40:16.290650+00:00,2023-06-07 17:40:16.314381+00:00,2023-06-07 17:40:16.289186+00:00,2023-06-07 17:40:16.292688+00:00,,,,,92.1621,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-72.4261999999998
897,a3538b60-b076-45be-9646-07dcac81c31d,2023-06-07 17:40:16.248129+00:00,2023-06-07 17:40:16.264472+00:00,2023-06-07 17:40:16.247001+00:00,2023-06-07 17:40:16.250929+00:00,,,,,92.175662,19.0,19.0,limit,buy,gtc,92.837003484,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,-62.807577999999964
898,1ac6681a-e33e-41d7-827f-0f75ad89ec3b,2023-06-07 17:35:26.648169+00:00,2023-06-07 18:07:02.263553+00:00,2023-06-07 17:35:26.646374+00:00,2023-06-07 18:07:02.225199+00:00,,,,,4.899,437.0,437.0,market,buy,gtc,,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,-141.58799999999994
